point	title	description	icon
49.5068900,-1.8472070	http://www.lahague-tourisme.com/index.php?&option=webcamVS&action=afficher_contenu&produit=lahague01	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.1958607,-0.3631979	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1925514,-0.3673875	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1915066,-0.3631335	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1936662,-0.3650218	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1940904,-0.3663951	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1915417,-0.3629243	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1959133,-0.3632838	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1935435,-0.3648341	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1931333,-0.3629082	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1944374,-0.3661054	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1946723,-0.3622431	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1931158,-0.3617173	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1943217,-0.3618354	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1951596,-0.3621304	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1917205,-0.3617978	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1952542,-0.3614920	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1955382,-0.3611755	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1918572,-0.3618085	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1946618,-0.3624684	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1955908,-0.3611755	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1955347,-0.3620285	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1949037,-0.3616047	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1890280,-0.3633374	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1909527,-0.3671461	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1903322,-0.3652418	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1903076,-0.3633910	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1910369,-0.3620338	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1911490,-0.3611273	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.1173323,-1.6775401	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.1193874,-1.6669908	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
47.7932489,-4.2828072	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.6025184,-0.9980989	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.6964310,-0.3311480	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6964282,-0.3311505	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6966373,-0.3308158	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6971171,-0.3353214	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6973672,-0.3317102	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6970294,-0.3353668	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6964378,-0.3315153	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6964548,-0.3325530	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6968714,-0.3322576	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6968563,-0.3322707	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6973641,-0.3317167	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6965117,-0.3316516	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6966347,-0.3317589	CCTV	operator: Hennessy</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6968645,-0.3322638	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.6930211,-0.3290145	CCTV	operator: Gino Cappucino</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6930389,-0.3291485	CCTV	operator: Gino Cappucino</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6948572,-0.3258768	CCTV	operator: Banque de France</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6949165,-0.3259113	CCTV	operator: Banque de France</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6920583,-0.3348236	CCTV	operator: Martell</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6867995,-0.3394405	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6871266,-0.3388397	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6871044,-0.3389034	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6869834,-0.3386848	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6869339,-0.3386249	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6869339,-0.3386249	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6871044,-0.3389034	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6869834,-0.3386848	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6861880,-0.3394792	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6858473,-0.3390723	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6865276,-0.3397793	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6858473,-0.3390723	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6861880,-0.3394792	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6857158,-0.3393686	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6857158,-0.3393686	CCTV	operator: E. Leclerc</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6853025,-0.3287674	CCTV	operator: Crédit Agricole</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6837214,-0.3048708	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6832597,-0.3045752	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6835012,-0.3046086	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6828369,-0.3068145	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6850679,-0.3045120	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6827414,-0.3071353	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6829553,-0.3051653	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6835909,-0.3065106	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6827414,-0.3071353	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6828369,-0.3068145	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6835909,-0.3065106	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6829553,-0.3051653	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6832597,-0.3045752	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6850679,-0.3045120	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6837214,-0.3048708	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.6835012,-0.3046086	CCTV	operator: Auchan</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
45.0012483,-1.1980472	Avenue Henri Seguin	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.0014642,-1.2013709	Allée Pierre Ortal/bld de la plage	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
45.0013435,-1.2000324	Allée Pierre Ortal	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
50.6650235,3.1022663	CCTV	operator: Ville de Marcq-en-Baroeul</br>type: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
49.4942899,0.5685090	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.4886901,0.5706541	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.4452546,1.0868604	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4483487,1.0942051	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4445317,1.0891051	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4439733,1.0962603	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4428572,1.0873807	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4435454,1.0882209	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4425715,1.0886792	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4423372,1.0936998	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4431715,1.0936691	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4410671,1.0929308	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4417929,1.0905249	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4426201,1.0927023	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4435261,1.0999505	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4303872,1.0850163	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.4309434,1.0863350	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
49.1562118,2.4434891	CCTV	operator: Carrefour	http://www.leretourdelautruche.com/map/cctv/cctv.png
49.1560888,2.4442514	CCTV	operator: Carrefour	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9966906,2.2539560	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9969527,2.2587084	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9963204,2.2549497	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9946656,2.2531954	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9966519,2.2555267	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9916260,2.2582090	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9896734,2.2630201	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9923627,2.2595271	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9931193,2.2592323	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9916260,2.2582090	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9865447,2.2472943	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9851948,2.2564130	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9855353,2.2564433	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9698991,2.2632314	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9027267,2.1928995	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9021738,2.1933970	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9027544,2.1927425	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9027715,2.1927759	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9024363,2.1931903	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9027071,2.1926679	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9019758,2.1932637	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9025839,2.1930786	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9009890,2.1896208	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9008838,2.1894324	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9005718,2.1889441	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8951877,2.1963801	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8951475,2.1963126	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8966754,2.1955275	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8967022,2.1955744	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8966842,2.1952716	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8996676,2.1953449	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8946674,2.1906942	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8953393,2.1956466	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8953301,2.1955377	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8951663,2.1956198	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8957953,2.1959392	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8971764,2.1943285	CCTV	operator: ED</br>type: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
48.8972386,2.1941987	CCTV	operator: ED</br>type: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
48.8972112,2.1942529	CCTV	operator: ED</br>type: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
48.8971963,2.1942869	CCTV	operator: ED</br>type: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
48.8941476,2.1900397	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8925998,2.1890240	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8897078,2.1963492	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8944142,2.1921578	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8929302,2.1881936	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8932953,2.1888574	CCTV	type circulation routiere</br>type: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8940518,2.1958950	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8943976,2.1896824	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8943892,2.1897042	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8941029,2.1873948	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8937561,2.1878022	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8940317,2.1959683	CCTV	operator: Groupe Caisse d'épargne</br>type: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
48.8913564,2.1954326	CCTV	operator: Franck Provost</br>type: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
48.8923404,2.1889177	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8913405,2.1953744	CCTV	operator: Franck Provost</br>type: indoor	http://www.leretourdelautruche.com/map/cctv/cctv_indoor.png
48.8771088,2.1723911	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9069134,2.2190448	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9034247,2.2037399	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9034084,2.2037054	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9068259,2.2204476	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9074283,2.2200843	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9057047,2.2221596	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9006953,2.2253789	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9007241,2.2254226	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9049343,2.2203254	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9054905,2.2215867	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8972564,2.2191545	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8985631,2.2144797	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8982399,2.2154970	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8906921,2.1994319	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8902397,2.1983869	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8926392,2.2049849	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8975443,2.2385438	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8998609,2.2383817	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9003857,2.2425600	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9005172,2.2608323	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9075293,2.2835309	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9061290,2.2837997	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9022074,2.2676967	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9034931,2.2679481	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.9050090,2.2690210	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9026034,2.2747988	Place Jean Mermoz	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9043640,2.2829340	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9053300,2.2827820	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.9011460,2.2762320	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8952597,2.2500356	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8979208,2.2474384	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8955048,2.2575240	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8966867,2.2567075	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8968454,2.2619359	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8988120,2.2567130	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8946281,2.2453320	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8943500,2.2446311	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8905882,2.2513719	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8938289,2.2532781	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8917338,2.2527098	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8892986,2.2528076	CCTV	video surveillancetype: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8971435,2.2774607	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8986500,2.2753770	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8886653,2.2106052	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8891297,2.2101073	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8886656,2.2106455	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8891073,2.2100981	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8784658,2.2146782	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8782880,2.2152376	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8856658,2.2230522	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8858302,2.2196658	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8857684,2.2217234	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8858631,2.2197114	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8851448,2.2235954	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8851975,2.2234827	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8859202,2.2197814	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8851850,2.2237404	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8879664,2.2331392	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8770361,2.2171109	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9249146,2.3537804	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9250702,2.3541907	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9251894,2.3538250	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9191805,2.3510207	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9148112,2.3492925	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9213248,2.3630906	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9151653,2.3520205	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.9069760,2.2858340	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8991815,2.2937243	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8992711,2.2941050	CCTV	video surveillancetype: outdoor	http://www.leretourdelautruche.com/map/cctv/cctv_outdoor.png
48.8931562,2.3039877	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8793864,2.3225314	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8737292,2.2951979	CCTV	operator: Préfecture de Paris</br>type: public	http://www.leretourdelautruche.com/map/cctv/cctv_public.png
48.8677779,2.2938951	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
48.8678010,2.2938182	CCTV	video surveillance	http://www.leretourdelautruche.com/map/cctv/cctv.png
